opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,series,sales_price,manager,regional_office,sector,year_established,revenue,employees,office_location,subsidiary_of,ciclo_dias,converteu,categoria_ticket,ano,mes,trimestre,mes_ano
ISAWVDYZ,Daniell Hammack,GTX Basic,Não Identificado,Engaging,2017-03-09,,,GTX,550.0,Rocco Neubert,East,,,,,,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
ZGZSYIJV,Darcel Schlecht,GTX Plus Basic,Finhigh,Lost,2017-03-09,2017-05-15,0.0,GTX,1096.0,Melvin Marxen,Central,finance,2006.0,1102.43,1759.0,United States,,67.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
6LI7FXQT,Darcel Schlecht,MG Special,Bioholding,Lost,2017-03-09,2017-05-28,0.0,MG,55.0,Melvin Marxen,Central,medical,2012.0,587.34,1356.0,Philipines,,80.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
D01U0UR8,Darcel Schlecht,GTX Basic,Funholding,Won,2017-03-09,2017-06-17,571.0,GTX,550.0,Melvin Marxen,Central,finance,1991.0,2819.5,7227.0,United States,Golddex,100.0,1,Baixo,2017.0,3.0,1.0,2017-03
9LFX3HBC,Elease Gluck,MG Advanced,Lexiqvolax,Won,2017-03-09,2017-03-25,3333.0,MG,3393.0,Celia Rouche,West,medical,2004.0,1618.89,3889.0,United States,,16.0,1,Alto,2017.0,3.0,1.0,2017-03
JP3IMU5X,Gladys Colclough,GTX Plus Pro,Isdom,Won,2017-03-09,2017-05-16,4853.0,GTX,5482.0,Melvin Marxen,Central,medical,2002.0,3178.24,4540.0,United States,,68.0,1,Alto,2017.0,3.0,1.0,2017-03
5I8WOI8P,Gladys Colclough,MG Special,Toughzap,Won,2017-03-09,2017-06-08,51.0,MG,55.0,Melvin Marxen,Central,retail,1995.0,332.43,799.0,United States,,91.0,1,Baixo,2017.0,3.0,1.0,2017-03
LJBQ7P0V,James Ascencio,MG Special,Zotware,Engaging,2017-03-09,,,MG,55.0,Summer Sewald,West,software,1979.0,4478.47,13809.0,United States,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
ZRYPU2QW,James Ascencio,MG Advanced,Não Identificado,Engaging,2017-03-09,,,MG,3393.0,Summer Sewald,West,,,,,,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
7C9BUYV0,James Ascencio,GTX Basic,Cheers,Lost,2017-03-09,2017-05-23,0.0,GTX,550.0,Summer Sewald,West,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,75.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
GMVW87C4,Kami Bicknell,GTXPro,Cheers,Won,2017-03-09,2017-06-17,5035.0,,,Summer Sewald,West,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,100.0,1,Alto,2017.0,3.0,1.0,2017-03
NY9ARKRE,Marty Freudenburg,MG Special,Codehow,Won,2017-03-09,2017-06-01,51.0,MG,55.0,Melvin Marxen,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,84.0,1,Baixo,2017.0,3.0,1.0,2017-03
XO3XXR9X,Maureen Marcano,GTXPro,Dalttechnology,Won,2017-03-09,2017-06-09,4342.0,,,Summer Sewald,West,software,2013.0,98.79,96.0,United States,Bubba Gump,92.0,1,Alto,2017.0,3.0,1.0,2017-03
8QBIFURM,Versie Hillebrand,MG Advanced,Codehow,Lost,2017-03-09,2017-03-13,0.0,MG,3393.0,Dustin Brinkmann,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,4.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
0A1LN7GB,Violet Mclelland,MG Special,Não Identificado,Engaging,2017-03-09,,,MG,55.0,Cara Losch,East,,,,,,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
ZWAJWK40,Violet Mclelland,MG Special,Vehement Capital Partners,Won,2017-03-09,2017-06-22,48.0,MG,55.0,Cara Losch,East,finance,1993.0,646.1,883.0,United States,Golddex,105.0,1,Baixo,2017.0,3.0,1.0,2017-03
WQ0C723A,Zane Levy,GTX Plus Pro,Kan-code,Won,2017-03-09,2017-05-18,5215.0,GTX,5482.0,Summer Sewald,West,software,1982.0,11698.03,34288.0,United States,,70.0,1,Alto,2017.0,3.0,1.0,2017-03
RCQ32MXL,Anna Snelling,GTX Plus Basic,Streethex,Lost,2017-03-10,2017-05-12,0.0,GTX,1096.0,Dustin Brinkmann,Central,retail,1988.0,1376.8,1165.0,Belgium,,63.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
396WP6JS,Anna Snelling,MG Special,Gogozoom,Won,2017-03-10,2017-03-19,58.0,MG,55.0,Dustin Brinkmann,Central,telecommunications,2007.0,86.68,187.0,United States,Sonron,9.0,1,Baixo,2017.0,3.0,1.0,2017-03
57689GK9,Cecily Lampkin,MG Advanced,Finhigh,Won,2017-03-10,2017-03-20,3587.0,MG,3393.0,Dustin Brinkmann,Central,finance,2006.0,1102.43,1759.0,United States,,10.0,1,Alto,2017.0,3.0,1.0,2017-03
S2WDGIHL,Cecily Lampkin,MG Advanced,Warephase,Won,2017-03-10,2017-05-29,2915.0,MG,3393.0,Dustin Brinkmann,Central,services,1997.0,2041.73,5276.0,United States,,80.0,1,Médio,2017.0,3.0,1.0,2017-03
8VG88HMH,Daniell Hammack,GTXPro,Konex,Won,2017-03-10,2017-06-28,4762.0,,,Rocco Neubert,East,technolgy,1980.0,7708.38,13756.0,United States,,110.0,1,Alto,2017.0,3.0,1.0,2017-03
TF7HCU69,Garret Kinder,GTX Plus Basic,Gekko & Co,Won,2017-03-10,2017-06-12,1062.0,GTX,1096.0,Cara Losch,East,retail,1990.0,2520.83,3502.0,United States,,94.0,1,Médio,2017.0,3.0,1.0,2017-03
0EX7ML4W,Gladys Colclough,GTX Plus Pro,Finhigh,Lost,2017-03-10,2017-05-10,0.0,GTX,5482.0,Melvin Marxen,Central,finance,2006.0,1102.43,1759.0,United States,,61.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
1B27CZ2M,James Ascencio,GTX Plus Pro,Não Identificado,Engaging,2017-03-10,,,GTX,5482.0,Summer Sewald,West,,,,,,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
839AMI93,Kary Hendrixson,GTX Basic,Não Identificado,Engaging,2017-03-10,,,GTX,550.0,Summer Sewald,West,,,,,,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
BFGASJAW,Kary Hendrixson,GTX Basic,Não Identificado,Engaging,2017-03-10,,,GTX,550.0,Summer Sewald,West,,,,,,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
5BSHJG7W,Kary Hendrixson,GTX Basic,Kan-code,Lost,2017-03-10,2017-05-30,0.0,GTX,550.0,Summer Sewald,West,software,1982.0,11698.03,34288.0,United States,,81.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
HW38EMKM,Maureen Marcano,GTX Plus Pro,Kan-code,Lost,2017-03-10,2017-03-20,0.0,GTX,5482.0,Summer Sewald,West,software,1982.0,11698.03,34288.0,United States,,10.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
5XPYFICK,Rosie Papadopoulos,MG Special,Inity,Engaging,2017-03-10,,,MG,55.0,Cara Losch,East,marketing,1986.0,2403.58,8801.0,United States,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
B5QCN9H7,Violet Mclelland,MG Special,Massive Dynamic,Lost,2017-03-10,2017-05-29,0.0,MG,55.0,Cara Losch,East,entertainment,1989.0,665.06,1095.0,United States,,80.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
X7M4GO0J,Violet Mclelland,GTX Plus Basic,Zencorporation,Won,2017-03-10,2017-06-28,1074.0,GTX,1096.0,Cara Losch,East,technolgy,2011.0,40.79,142.0,China,,110.0,1,Médio,2017.0,3.0,1.0,2017-03
JYI35PPE,Zane Levy,MG Special,Newex,Lost,2017-03-10,2017-05-05,0.0,MG,55.0,Summer Sewald,West,services,1991.0,1012.72,3492.0,Germany,,56.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
6XHE52MV,Anna Snelling,MG Special,Inity,Lost,2017-03-11,2017-05-30,0.0,MG,55.0,Dustin Brinkmann,Central,marketing,1986.0,2403.58,8801.0,United States,,80.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
0YN6EALP,Anna Snelling,MG Special,Scottech,Won,2017-03-11,2017-03-17,57.0,MG,55.0,Dustin Brinkmann,Central,marketing,2012.0,45.39,100.0,United States,Inity,6.0,1,Baixo,2017.0,3.0,1.0,2017-03
A4LUP6W6,Cassey Cress,GTX Basic,Zotware,Won,2017-03-11,2017-05-22,586.0,GTX,550.0,Rocco Neubert,East,software,1979.0,4478.47,13809.0,United States,,72.0,1,Baixo,2017.0,3.0,1.0,2017-03
KUK2H5MD,Cecily Lampkin,GTX Plus Basic,Rundofase,Won,2017-03-11,2017-06-13,1184.0,GTX,1096.0,Dustin Brinkmann,Central,technolgy,1983.0,1008.06,1238.0,United States,,94.0,1,Médio,2017.0,3.0,1.0,2017-03
HTW9348H,Donn Cantrell,GTX Basic,Silis,Lost,2017-03-11,2017-05-19,0.0,GTX,550.0,Rocco Neubert,East,medical,1994.0,2818.38,6290.0,United States,,69.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
ILR33OAV,James Ascencio,MG Advanced,Não Identificado,Engaging,2017-03-11,,,MG,3393.0,Summer Sewald,West,,,,,,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
A6CE8BHR,James Ascencio,GTX Plus Basic,Lexiqvolax,Lost,2017-03-11,2017-06-08,0.0,GTX,1096.0,Summer Sewald,West,medical,2004.0,1618.89,3889.0,United States,,89.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
UI1UION3,James Ascencio,GTX Basic,J-Texon,Won,2017-03-11,2017-06-10,526.0,GTX,550.0,Summer Sewald,West,retail,1989.0,1388.67,3583.0,United States,,91.0,1,Baixo,2017.0,3.0,1.0,2017-03
ZPX96Q40,James Ascencio,GTX Plus Pro,Condax,Won,2017-03-11,2017-06-12,5344.0,GTX,5482.0,Summer Sewald,West,medical,2017.0,4.54,9.0,United States,,93.0,1,Alto,2017.0,3.0,1.0,2017-03
I0CYLPNE,James Ascencio,GTXPro,Konex,Won,2017-03-11,2017-05-22,4125.0,,,Summer Sewald,West,technolgy,1980.0,7708.38,13756.0,United States,,72.0,1,Alto,2017.0,3.0,1.0,2017-03
FGH181PC,Kami Bicknell,GTX Basic,Dalttechnology,Won,2017-03-11,2017-06-06,528.0,GTX,550.0,Summer Sewald,West,software,2013.0,98.79,96.0,United States,Bubba Gump,87.0,1,Baixo,2017.0,3.0,1.0,2017-03
8OBC9CQE,Kami Bicknell,MG Advanced,Singletechno,Won,2017-03-11,2017-03-26,3254.0,MG,3393.0,Summer Sewald,West,retail,1996.0,2214.94,5374.0,United States,,15.0,1,Alto,2017.0,3.0,1.0,2017-03
G3KFZ8KX,Kary Hendrixson,GTXPro,Green-Plus,Lost,2017-03-11,2017-05-07,0.0,,,Summer Sewald,West,services,2003.0,692.19,1922.0,United States,,57.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
2Y84YR3K,Kary Hendrixson,GTX Basic,J-Texon,Won,2017-03-11,2017-05-24,516.0,GTX,550.0,Summer Sewald,West,retail,1989.0,1388.67,3583.0,United States,,74.0,1,Baixo,2017.0,3.0,1.0,2017-03
97QHOOWD,Kary Hendrixson,GTX Basic,Y-corporation,Won,2017-03-11,2017-03-27,538.0,GTX,550.0,Summer Sewald,West,employment,1983.0,2871.35,9561.0,United States,,16.0,1,Baixo,2017.0,3.0,1.0,2017-03
YL7XWUYO,Lajuana Vencill,GTX Basic,Codehow,Won,2017-03-11,2017-06-17,459.0,GTX,550.0,Dustin Brinkmann,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,98.0,1,Baixo,2017.0,3.0,1.0,2017-03
VO8TFB31,Maureen Marcano,GTX Basic,Cheers,Lost,2017-03-11,2017-06-26,0.0,GTX,550.0,Summer Sewald,West,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,107.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
Q949MQ5W,Maureen Marcano,GTXPro,Sunnamplex,Won,2017-03-11,2017-05-22,5137.0,,,Summer Sewald,West,marketing,2008.0,894.37,1593.0,Poland,,72.0,1,Alto,2017.0,3.0,1.0,2017-03
HZU0L5GS,Moses Frase,MG Advanced,Konmatfix,Won,2017-03-11,2017-06-04,3330.0,MG,3393.0,Dustin Brinkmann,Central,marketing,1985.0,375.43,1190.0,United States,,85.0,1,Alto,2017.0,3.0,1.0,2017-03
8RF8XVYF,Versie Hillebrand,GTX Basic,Conecom,Won,2017-03-11,2017-05-10,589.0,GTX,550.0,Dustin Brinkmann,Central,technolgy,2005.0,1520.66,1806.0,United States,,60.0,1,Baixo,2017.0,3.0,1.0,2017-03
ZILYYA1V,Vicki Laflamme,MG Special,Goodsilron,Won,2017-03-11,2017-03-30,45.0,MG,55.0,Celia Rouche,West,marketing,2000.0,2952.73,5107.0,United States,,19.0,1,Baixo,2017.0,3.0,1.0,2017-03
BY2L60V1,Zane Levy,MG Special,Não Identificado,Engaging,2017-03-11,,,MG,55.0,Summer Sewald,West,,,,,,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
NH0WGTR4,Anna Snelling,MG Special,Funholding,Lost,2017-03-12,2017-05-25,0.0,MG,55.0,Dustin Brinkmann,Central,finance,1991.0,2819.5,7227.0,United States,Golddex,74.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
73HO9OZC,Cassey Cress,GTX Basic,Finjob,Engaging,2017-03-12,,,GTX,550.0,Rocco Neubert,East,employment,1988.0,2059.9,3644.0,United States,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
WBJX6O2D,Cassey Cress,GTX Plus Pro,Opentech,Won,2017-03-12,2017-06-11,5664.0,GTX,5482.0,Rocco Neubert,East,finance,1994.0,355.23,853.0,United States,,91.0,1,Alto,2017.0,3.0,1.0,2017-03
1IHNDN80,Cecily Lampkin,MG Advanced,Streethex,Lost,2017-03-12,2017-05-02,0.0,MG,3393.0,Dustin Brinkmann,Central,retail,1988.0,1376.8,1165.0,Belgium,,51.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
T14K7M5G,Corliss Cosme,GTX Plus Basic,Initech,Won,2017-03-12,2017-06-11,1074.0,GTX,1096.0,Cara Losch,East,telecommunications,1994.0,6395.05,20275.0,United States,,91.0,1,Médio,2017.0,3.0,1.0,2017-03
XPP2Q5WQ,Darcel Schlecht,GTX Plus Basic,Globex Corporation,Lost,2017-03-12,2017-05-02,0.0,GTX,1096.0,Melvin Marxen,Central,technolgy,2000.0,1223.72,2497.0,Norway,,51.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
FM4LX5O0,Darcel Schlecht,GTXPro,Treequote,Lost,2017-03-12,2017-05-26,0.0,,,Melvin Marxen,Central,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,75.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
HG07756D,Elease Gluck,GTX Basic,Finjob,Won,2017-03-12,2017-03-31,481.0,GTX,550.0,Celia Rouche,West,employment,1988.0,2059.9,3644.0,United States,,19.0,1,Baixo,2017.0,3.0,1.0,2017-03
E7YSM99K,Elease Gluck,GTX Plus Basic,Labdrill,Won,2017-03-12,2017-06-02,1101.0,GTX,1096.0,Celia Rouche,West,medical,1985.0,2741.37,9226.0,United States,,82.0,1,Médio,2017.0,3.0,1.0,2017-03
4D1FP59D,Gladys Colclough,GTX Basic,Warephase,Won,2017-03-12,2017-06-23,522.0,GTX,550.0,Melvin Marxen,Central,services,1997.0,2041.73,5276.0,United States,,103.0,1,Baixo,2017.0,3.0,1.0,2017-03
3E4VTH6E,Hayden Neloms,MG Special,Hatfan,Engaging,2017-03-12,,,MG,55.0,Celia Rouche,West,services,1982.0,792.46,1299.0,United States,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
TK29F68V,Hayden Neloms,MG Special,Y-corporation,Won,2017-03-12,2017-06-13,49.0,MG,55.0,Celia Rouche,West,employment,1983.0,2871.35,9561.0,United States,,93.0,1,Baixo,2017.0,3.0,1.0,2017-03
QHJ3W8FW,Kami Bicknell,GTXPro,Não Identificado,Engaging,2017-03-12,,,,,Summer Sewald,West,,,,,,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
N3H82NHO,Kami Bicknell,GTXPro,Newex,Won,2017-03-12,2017-06-02,4865.0,,,Summer Sewald,West,services,1991.0,1012.72,3492.0,Germany,,82.0,1,Alto,2017.0,3.0,1.0,2017-03
GTANESSU,Lajuana Vencill,GTX Plus Basic,Isdom,Won,2017-03-12,2017-05-22,991.0,GTX,1096.0,Dustin Brinkmann,Central,medical,2002.0,3178.24,4540.0,United States,,71.0,1,Baixo,2017.0,3.0,1.0,2017-03
LA0O6BHX,Lajuana Vencill,GTX Plus Pro,Dontechi,Won,2017-03-12,2017-05-27,4509.0,GTX,5482.0,Dustin Brinkmann,Central,software,1982.0,4618.0,10083.0,United States,,76.0,1,Alto,2017.0,3.0,1.0,2017-03
RRKQ0P07,Markita Hansen,GTXPro,Nam-zim,Won,2017-03-12,2017-05-03,5169.0,,,Celia Rouche,West,services,1987.0,405.59,1179.0,Brazil,Warephase,52.0,1,Alto,2017.0,3.0,1.0,2017-03
J4V3VKQ5,Maureen Marcano,GTX Basic,Sonron,Won,2017-03-12,2017-03-27,491.0,GTX,550.0,Summer Sewald,West,telecommunications,1999.0,1699.85,5108.0,United States,,15.0,1,Baixo,2017.0,3.0,1.0,2017-03
17U8549G,Maureen Marcano,GTXPro,Labdrill,Won,2017-03-12,2017-06-15,4281.0,,,Summer Sewald,West,medical,1985.0,2741.37,9226.0,United States,,95.0,1,Alto,2017.0,3.0,1.0,2017-03
G281LUYF,Niesha Huffines,GTX Plus Basic,Finhigh,Lost,2017-03-12,2017-05-08,0.0,GTX,1096.0,Melvin Marxen,Central,finance,2006.0,1102.43,1759.0,United States,,57.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
4NAK1XFV,Rosie Papadopoulos,MG Special,Umbrella Corporation,Lost,2017-03-12,2017-05-18,0.0,MG,55.0,Cara Losch,East,finance,1998.0,2022.14,5113.0,United States,,67.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
Y34MVXP3,Rosie Papadopoulos,MG Advanced,Kinnamplus,Won,2017-03-12,2017-06-27,3443.0,MG,3393.0,Cara Losch,East,retail,2004.0,702.72,1831.0,United States,,107.0,1,Alto,2017.0,3.0,1.0,2017-03
N8G3G1UF,Versie Hillebrand,MG Special,Gogozoom,Won,2017-03-12,2017-05-29,60.0,MG,55.0,Dustin Brinkmann,Central,telecommunications,2007.0,86.68,187.0,United States,Sonron,78.0,1,Baixo,2017.0,3.0,1.0,2017-03
SDXZB8MC,Versie Hillebrand,MG Special,Hottechi,Won,2017-03-12,2017-06-20,53.0,MG,55.0,Dustin Brinkmann,Central,technolgy,1997.0,8170.38,16499.0,Korea,,100.0,1,Baixo,2017.0,3.0,1.0,2017-03
PFUE2JYB,Vicki Laflamme,MG Special,Finjob,Won,2017-03-12,2017-05-26,56.0,MG,55.0,Celia Rouche,West,employment,1988.0,2059.9,3644.0,United States,,75.0,1,Baixo,2017.0,3.0,1.0,2017-03
4A8SFEJ2,Zane Levy,GTX Basic,Scotfind,Won,2017-03-12,2017-03-17,665.0,GTX,550.0,Summer Sewald,West,software,1996.0,6354.87,16780.0,United States,Bubba Gump,5.0,1,Baixo,2017.0,3.0,1.0,2017-03
HEG8WPQF,Anna Snelling,GTX Plus Basic,Inity,Won,2017-03-13,2017-05-09,1140.0,GTX,1096.0,Dustin Brinkmann,Central,marketing,1986.0,2403.58,8801.0,United States,,57.0,1,Médio,2017.0,3.0,1.0,2017-03
0FST40LV,Anna Snelling,MG Special,Streethex,Won,2017-03-13,2017-05-25,52.0,MG,55.0,Dustin Brinkmann,Central,retail,1988.0,1376.8,1165.0,Belgium,,73.0,1,Baixo,2017.0,3.0,1.0,2017-03
I7WERQ6B,Anna Snelling,MG Special,Warephase,Won,2017-03-13,2017-06-08,52.0,MG,55.0,Dustin Brinkmann,Central,services,1997.0,2041.73,5276.0,United States,,87.0,1,Baixo,2017.0,3.0,1.0,2017-03
T7UYHDUN,Boris Faz,GTX Plus Pro,Donquadtech,Lost,2017-03-13,2017-03-24,0.0,GTX,5482.0,Rocco Neubert,East,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,11.0,0,Sem Valor,2017.0,3.0,1.0,2017-03
Y28VHZKQ,Cassey Cress,MG Advanced,Não Identificado,Engaging,2017-03-13,,,MG,3393.0,Rocco Neubert,East,,,,,,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
V0EIMVES,Cecily Lampkin,GTX Plus Pro,Konmatfix,Won,2017-03-13,2017-05-13,5121.0,GTX,5482.0,Dustin Brinkmann,Central,marketing,1985.0,375.43,1190.0,United States,,61.0,1,Alto,2017.0,3.0,1.0,2017-03
DL4SZAGH,Cecily Lampkin,MG Advanced,Rundofase,Won,2017-03-13,2017-03-31,3611.0,MG,3393.0,Dustin Brinkmann,Central,technolgy,1983.0,1008.06,1238.0,United States,,18.0,1,Alto,2017.0,3.0,1.0,2017-03
RVIU1YQ8,Corliss Cosme,MG Special,Massive Dynamic,Won,2017-03-13,2017-03-24,50.0,MG,55.0,Cara Losch,East,entertainment,1989.0,665.06,1095.0,United States,,11.0,1,Baixo,2017.0,3.0,1.0,2017-03
ZNSWDHTJ,Darcel Schlecht,GTX Basic,Rundofase,Won,2017-03-13,2017-05-15,618.0,GTX,550.0,Melvin Marxen,Central,technolgy,1983.0,1008.06,1238.0,United States,,63.0,1,Baixo,2017.0,3.0,1.0,2017-03
A2G8VYZY,Darcel Schlecht,GTX Plus Basic,Globex Corporation,Won,2017-03-13,2017-03-17,1247.0,GTX,1096.0,Melvin Marxen,Central,technolgy,2000.0,1223.72,2497.0,Norway,,4.0,1,Médio,2017.0,3.0,1.0,2017-03
F5I33E1I,Elease Gluck,MG Special,Sumace,Engaging,2017-03-13,,,MG,55.0,Celia Rouche,West,retail,2000.0,167.89,493.0,Romania,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
Y9B94N72,Garret Kinder,MG Special,Donware,Won,2017-03-13,2017-05-03,55.0,MG,55.0,Cara Losch,East,marketing,1999.0,1197.44,2570.0,United States,,51.0,1,Baixo,2017.0,3.0,1.0,2017-03
34MBPHRL,Hayden Neloms,GTX Plus Basic,Singletechno,Won,2017-03-13,2017-06-17,1157.0,GTX,1096.0,Celia Rouche,West,retail,1996.0,2214.94,5374.0,United States,,96.0,1,Médio,2017.0,3.0,1.0,2017-03
K73K8IQ3,Kary Hendrixson,GTX Basic,Hottechi,Won,2017-03-13,2017-05-22,537.0,GTX,550.0,Summer Sewald,West,technolgy,1997.0,8170.38,16499.0,Korea,,70.0,1,Baixo,2017.0,3.0,1.0,2017-03
8L5WBK75,Kary Hendrixson,GTXPro,Dalttechnology,Won,2017-03-13,2017-03-30,4955.0,,,Summer Sewald,West,software,2013.0,98.79,96.0,United States,Bubba Gump,17.0,1,Alto,2017.0,3.0,1.0,2017-03
Z1RN8D42,Kary Hendrixson,GTXPro,Singletechno,Won,2017-03-13,2017-06-02,5606.0,,,Summer Sewald,West,retail,1996.0,2214.94,5374.0,United States,,81.0,1,Alto,2017.0,3.0,1.0,2017-03
4IT33RBO,Markita Hansen,GTX Basic,Não Identificado,Engaging,2017-03-13,,,GTX,550.0,Celia Rouche,West,,,,,,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
JV1NCDKP,Moses Frase,MG Special,Isdom,Won,2017-03-13,2017-05-11,57.0,MG,55.0,Dustin Brinkmann,Central,medical,2002.0,3178.24,4540.0,United States,,59.0,1,Baixo,2017.0,3.0,1.0,2017-03
ECCVMNUZ,Rosalina Dieter,MG Special,Sunnamplex,Won,2017-03-13,2017-05-20,66.0,MG,55.0,Celia Rouche,West,marketing,2008.0,894.37,1593.0,Poland,,68.0,1,Baixo,2017.0,3.0,1.0,2017-03
A3GVFKYP,Zane Levy,GTXPro,Dalttechnology,Won,2017-03-13,2017-06-27,5113.0,,,Summer Sewald,West,software,2013.0,98.79,96.0,United States,Bubba Gump,106.0,1,Alto,2017.0,3.0,1.0,2017-03
COTHR6F7,Zane Levy,GTXPro,Sunnamplex,Won,2017-03-13,2017-05-22,4595.0,,,Summer Sewald,West,marketing,2008.0,894.37,1593.0,Poland,,70.0,1,Alto,2017.0,3.0,1.0,2017-03
7VKQWIXD,Boris Faz,GTX Plus Basic,Não Identificado,Engaging,2017-03-14,,,GTX,1096.0,Rocco Neubert,East,,,,,,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
3OAEEV0S,Cassey Cress,MG Advanced,Gekko & Co,Won,2017-03-14,2017-03-21,3503.0,MG,3393.0,Rocco Neubert,East,retail,1990.0,2520.83,3502.0,United States,,7.0,1,Alto,2017.0,3.0,1.0,2017-03
RTH5O6ZW,Cassey Cress,MG Advanced,Mathtouch,Won,2017-03-14,2017-06-13,3600.0,MG,3393.0,Rocco Neubert,East,marketing,1984.0,3027.46,9516.0,Jordan,,91.0,1,Alto,2017.0,3.0,1.0,2017-03
V74O6XQT,Daniell Hammack,GTXPro,Não Identificado,Engaging,2017-03-14,,,,,Rocco Neubert,East,,,,,,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
GH6U8WWN,Daniell Hammack,GTX Basic,Massive Dynamic,Won,2017-03-14,2017-03-19,425.0,GTX,550.0,Rocco Neubert,East,entertainment,1989.0,665.06,1095.0,United States,,5.0,1,Baixo,2017.0,3.0,1.0,2017-03
GVNI96XB,Darcel Schlecht,GTXPro,Dontechi,Won,2017-03-14,2017-06-20,4565.0,,,Melvin Marxen,Central,software,1982.0,4618.0,10083.0,United States,,98.0,1,Alto,2017.0,3.0,1.0,2017-03
KC324LPK,Darcel Schlecht,GTXPro,Ron-tech,Won,2017-03-14,2017-05-22,4754.0,,,Melvin Marxen,Central,medical,1992.0,3922.42,6837.0,United States,,69.0,1,Alto,2017.0,3.0,1.0,2017-03
2Y2R082L,Darcel Schlecht,MG Special,dambase,Won,2017-03-14,2017-05-06,62.0,MG,55.0,Melvin Marxen,Central,marketing,1995.0,2173.98,2928.0,United States,Inity,53.0,1,Baixo,2017.0,3.0,1.0,2017-03
HALGOQ5D,Donn Cantrell,GTXPro,Betasoloin,Won,2017-03-14,2017-05-30,4688.0,,,Rocco Neubert,East,medical,1999.0,251.41,495.0,United States,,77.0,1,Alto,2017.0,3.0,1.0,2017-03
1R38Y0C1,Elease Gluck,MG Advanced,Golddex,Won,2017-03-14,2017-03-20,3386.0,MG,3393.0,Celia Rouche,West,finance,2008.0,52.5,165.0,United States,,6.0,1,Alto,2017.0,3.0,1.0,2017-03
3QQW8VJ2,Garret Kinder,GTXPro,Xx-zobam,Won,2017-03-14,2017-06-06,3869.0,,,Cara Losch,East,entertainment,1989.0,3838.39,8274.0,United States,,84.0,1,Alto,2017.0,3.0,1.0,2017-03
8JS4BWQ7,Gladys Colclough,GTX Basic,Streethex,Won,2017-03-14,2017-03-24,615.0,GTX,550.0,Melvin Marxen,Central,retail,1988.0,1376.8,1165.0,Belgium,,10.0,1,Baixo,2017.0,3.0,1.0,2017-03
78TOITP2,Gladys Colclough,MG Special,Finhigh,Won,2017-03-14,2017-05-18,55.0,MG,55.0,Melvin Marxen,Central,finance,2006.0,1102.43,1759.0,United States,,65.0,1,Baixo,2017.0,3.0,1.0,2017-03
MRCYKUX4,Hayden Neloms,MG Advanced,Não Identificado,Engaging,2017-03-14,,,MG,3393.0,Celia Rouche,West,,,,,,,,0,Sem Valor,2017.0,3.0,1.0,2017-03
